time,node0,node1,node2,node3
7333,0.046663,0.053061,0.044475,0.044069
7337,0.046485,0.052862,0.044552,0.04393
7341,0.046231,0.052914,0.044696,0.043919
7345,0.046812,0.053218,0.044789,0.044177
7349,0.046168,0.052831,0.043959,0.044003
7353,0.046189,0.053043,0.044118,0.044219
7357,0.048356,0.046312,0.045835,0.050389
7361,0.046484,0.052958,0.043725,0.043456
7365,0.046077,0.05333,0.04376,0.043584
7369,0.04596,0.053144,0.043579,0.044164
7373,0.046306,0.053263,0.043979,0.04345
7377,0.045974,0.053722,0.043651,0.044316
7381,0.046273,0.053075,0.04348,0.04419
7385,0.046392,0.05296,0.044417,0.044142
7389,0.045977,0.053221,0.043749,0.044397
7393,0.04678,0.053288,0.044329,0.044283
7397,0.045888,0.052274,0.044301,0.044467
7401,0.046098,0.051738,0.043632,0.044374
7405,0.04612,0.051731,0.043518,0.044111
7409,0.046254,0.051791,0.043863,0.043926
7413,0.04654,0.05154,0.043504,0.044203
7417,0.046116,0.051915,0.043476,0.044135
7421,0.046537,0.051679,0.0441,0.044006
7425,0.046102,0.051649,0.04367,0.044006
7429,0.046194,0.05195,0.043611,0.044203
7433,0.04631,0.051899,0.04412,0.044384
7437,0.046201,0.051541,0.043685,0.043936
7441,0.046264,0.051795,0.043854,0.044268
7445,0.046014,0.05214,0.044041,0.044214
7449,0.045818,0.052223,0.043733,0.044052
7453,0.046513,0.052006,0.043623,0.044058
7457,0.046266,0.051602,0.045309,0.044091
7461,0.046097,0.051567,0.04405,0.04401
7465,0.045924,0.051677,0.043551,0.044192
7469,0.045814,0.051782,0.043959,0.044315
7473,0.04609,0.05146,0.044067,0.044175
7477,0.04588,0.051835,0.043578,0.043982
7481,0.045673,0.052082,0.044273,0.04402
7485,0.045787,0.051845,0.04351,0.044391
7489,0.045886,0.051356,0.043705,0.044018
7493,0.045892,0.051435,0.043579,0.044182
7497,0.046037,0.051458,0.043585,0.044252
7501,0.045797,0.050937,0.043654,0.044512
7505,0.04591,0.05133,0.043562,0.044353
7509,0.045878,0.051505,0.043564,0.044086
7513,0.045502,0.051656,0.043645,0.04418
7517,0.04557,0.051483,0.043297,0.044322
7521,0.045638,0.051678,0.043527,0.044102
7525,0.046478,0.045129,0.043525,0.049566
7529,0.046165,0.045798,0.043986,0.049852
7533,0.046061,0.045566,0.04374,0.049908
7537,0.046173,0.045406,0.04405,0.05007
7541,0.046146,0.045453,0.044092,0.049541
7545,0.046399,0.045732,0.043982,0.049503
7549,0.046257,0.046091,0.044246,0.04962
7553,0.046386,0.045554,0.044036,0.049347
7557,0.046122,0.045589,0.044147,0.049063
7561,0.046119,0.045396,0.044193,0.049295
7565,0.046063,0.045266,0.044299,0.049021
7569,0.046261,0.045248,0.044257,0.048998
7573,0.04637,0.0451,0.044489,0.0494
7577,0.046037,0.044933,0.044217,0.049229
7581,0.046224,0.045283,0.044165,0.049907
7585,0.046084,0.045072,0.045916,0.049386
7589,0.046227,0.045152,0.044993,0.049252
7593,0.0478,0.045014,0.045139,0.048784
7597,0.046261,0.04505,0.045625,0.048619
7601,0.046123,0.044728,0.044366,0.048463
7605,0.046162,0.044958,0.044833,0.048727
7609,0.045787,0.04491,0.044907,0.049055
7613,0.046094,0.045045,0.047519,0.048817
7617,0.045779,0.044957,0.046201,0.04865
7621,0.046378,0.045176,0.045278,0.048646
7625,0.046177,0.044906,0.045104,0.048541
7629,0.045712,0.044787,0.045156,0.048454
7633,0.046256,0.044838,0.044692,0.048781
7637,0.046188,0.044913,0.045028,0.048845
7641,0.046621,0.044679,0.045088,0.048763
7645,0.045898,0.044671,0.045214,0.048443
7649,0.046165,0.044859,0.044955,0.048389
7653,0.046005,0.044842,0.044672,0.048665
7657,0.04807,0.047795,0.047579,0.050804
7661,0.046156,0.044919,0.044668,0.048449
7665,0.047295,0.044905,0.044866,0.048349
7669,0.045592,0.050712,0.044036,0.044984
7673,0.045657,0.050878,0.044061,0.045065
7677,0.045831,0.050588,0.043514,0.044876
7681,0.045428,0.051384,0.043213,0.043745
7685,0.045808,0.051368,0.043335,0.04391
7689,0.045419,0.050411,0.044719,0.044724
7693,0.046168,0.050421,0.043555,0.04463
7697,0.046023,0.045369,0.044171,0.048502
7701,0.046011,0.045184,0.043929,0.048341
7705,0.046232,0.045347,0.04405,0.048099
7709,0.046098,0.045241,0.044118,0.048317
7713,0.046366,0.044624,0.044147,0.049147
7717,0.045975,0.044545,0.044088,0.049262
7721,0.045858,0.044922,0.044163,0.049265
7725,0.045705,0.044362,0.04452,0.049012
7729,0.046092,0.045567,0.044181,0.048162
7733,0.045804,0.04452,0.044264,0.049085
7737,0.045709,0.045402,0.044533,0.048333
7741,0.045546,0.045601,0.044314,0.048268
7745,0.045801,0.044406,0.044686,0.048755
7749,0.046176,0.045086,0.045596,0.049044
7753,0.045838,0.043896,0.044848,0.04876
7757,0.046214,0.044267,0.045076,0.048747
7761,0.045849,0.044462,0.044637,0.048716
7765,0.04581,0.044396,0.044685,0.048818
7769,0.045899,0.051392,0.045761,0.043987
7773,0.046066,0.051073,0.042968,0.04401
7777,0.04573,0.050875,0.042987,0.044007
7781,0.047846,0.051828,0.04376,0.043855
7785,0.0458,0.051739,0.043868,0.043732
7789,0.04586,0.050644,0.043081,0.043655
7793,0.046254,0.051247,0.04322,0.043654
7797,0.046113,0.044625,0.044349,0.048487
7801,0.04583,0.044689,0.044899,0.048504
7805,0.04612,0.044869,0.044527,0.048554
7809,0.045714,0.044741,0.04451,0.048151
7813,0.045527,0.044508,0.044562,0.048468
7817,0.045587,0.044656,0.044311,0.04852
7821,0.045417,0.045097,0.044797,0.048329
7825,0.046301,0.044422,0.044715,0.048036
7829,0.045209,0.044482,0.044064,0.048184
7833,0.0454,0.044448,0.044526,0.048563
7837,0.046253,0.044368,0.04477,0.048123
7841,0.044599,0.044515,0.044703,0.048558
7845,0.04474,0.044698,0.045521,0.048813
7849,0.044662,0.044279,0.046902,0.048435
7853,0.044985,0.044616,0.044259,0.048676
7857,0.044863,0.044618,0.044375,0.048361
7861,0.044757,0.044702,0.044125,0.048324
7865,0.046286,0.045487,0.043272,0.048152
7869,0.045119,0.045241,0.043561,0.048009
7873,0.045446,0.045202,0.043854,0.048022
7877,0.045542,0.044865,0.044031,0.048359
7881,0.045382,0.045129,0.044586,0.047714
7885,0.045054,0.044945,0.044157,0.047716
7889,0.045215,0.044852,0.044181,0.047613
7893,0.045471,0.04535,0.044135,0.047816
7897,0.045256,0.045307,0.044302,0.047701
7901,0.045687,0.045136,0.044266,0.047558
7905,0.045829,0.045136,0.044667,0.047876
7909,0.045464,0.045285,0.044989,0.047822
7913,0.045852,0.046003,0.044605,0.047384
7917,0.046362,0.046845,0.045251,0.048063
7921,0.045297,0.044437,0.044395,0.047663
7925,0.045235,0.044816,0.044575,0.048101
7929,0.045483,0.045496,0.045258,0.047513
7933,0.045389,0.045025,0.044046,0.04778
7937,0.046394,0.045981,0.044683,0.047789
7941,0.045188,0.046169,0.044769,0.047707
7945,0.045155,0.044943,0.045023,0.047306
7949,0.045314,0.045092,0.044963,0.047614
7953,0.045281,0.044801,0.044311,0.047348
7957,0.045138,0.044763,0.043975,0.047379
7961,0.045186,0.045335,0.044412,0.047338
7965,0.045234,0.044903,0.044359,0.047423
7969,0.045189,0.045142,0.044594,0.047482
7973,0.045471,0.045104,0.044221,0.047271
7977,0.045545,0.045338,0.045875,0.04728
7981,0.044997,0.045231,0.044227,0.047412
7985,0.045086,0.045154,0.044423,0.047076
7989,0.045056,0.045138,0.044066,0.047377
7993,0.045009,0.044911,0.044405,0.047679
7997,0.045018,0.044599,0.043966,0.047345
